timestamp,grupo,vector_ataque,resultado_firma,resultado_sbom,resultado_slsa,resultado_global,tiempo_total_ms,tiempo_total_s,imagen
2026-05-22T17:11:59Z,CONTROL,dependencia_sustit,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,CONTROL,dependencia_sustit,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,NO_DETECTADO,0,0.0,sin_firma
2026-05-22T17:11:59Z,G1,digest_alterado,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,7691,7.6,ghcr.io/miglovi/sigstore-slsa-devsecops:latest
2026-05-22T17:12:07Z,G1,digest_alterado,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,4187,4.1,ghcr.io/miglovi/sigstore-slsa-devsecops:latest
2026-05-22T17:12:11Z,G1,digest_alterado,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,4407,4.4,ghcr.io/miglovi/sigstore-slsa-devsecops:latest
2026-05-22T17:12:15Z,G1,digest_alterado,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,4190,4.1,ghcr.io/miglovi/sigstore-slsa-devsecops:latest
2026-05-22T17:12:19Z,G1,digest_alterado,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,4885,4.8,ghcr.io/miglovi/sigstore-slsa-devsecops:latest
2026-05-22T17:12:24Z,G1,digest_alterado,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,4412,4.4,ghcr.io/miglovi/sigstore-slsa-devsecops:latest
2026-05-22T17:12:29Z,G1,digest_alterado,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,3775,3.7,ghcr.io/miglovi/sigstore-slsa-devsecops:latest
2026-05-22T17:12:33Z,G1,digest_alterado,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,3755,3.7,ghcr.io/miglovi/sigstore-slsa-devsecops:latest
2026-05-22T17:12:36Z,G1,digest_alterado,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,3629,3.6,ghcr.io/miglovi/sigstore-slsa-devsecops:latest
2026-05-22T17:12:40Z,G1,digest_alterado,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,4492,4.4,ghcr.io/miglovi/sigstore-slsa-devsecops:latest
2026-05-22T17:12:44Z,G1,imagen_inyectada,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,2466,2.4,alpine:latest
2026-05-22T17:12:47Z,G1,imagen_inyectada,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,2056,2.0,alpine:latest
2026-05-22T17:12:49Z,G1,imagen_inyectada,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,2188,2.1,alpine:latest
2026-05-22T17:12:51Z,G1,imagen_inyectada,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,2097,2.0,alpine:latest
2026-05-22T17:12:53Z,G1,imagen_inyectada,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,2141,2.1,alpine:latest
2026-05-22T17:12:55Z,G1,imagen_inyectada,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,2047,2.0,alpine:latest
2026-05-22T17:12:58Z,G1,imagen_inyectada,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,2067,2.0,alpine:latest
2026-05-22T17:13:00Z,G1,imagen_inyectada,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,2088,2.0,alpine:latest
2026-05-22T17:13:02Z,G1,imagen_inyectada,DETECTADO,NO_DETECTADO,NO_DETECTADO,DETECTADO,2092,2.0,alpine:latest
